Pairwise comparison,Experiment,Study,Species A,Species B,Species pair,AinA mean,AinA_mean_reestimate,AinA se,AinA_se_reestimate,AinA N,AinB mean,AinB_mean_reestimate,AinB se,AinB N,AinB_se_reestimate,BinB mean,BinB_mean_reestimate,BinB se,BinB N,BinB_se_reestimate,BinA mean,BinA_mean_reestimate,BinA se,BinA N,BinA_se_reestimate
828,127,172,parthenium_integrifolium,tradescantia_ohiensis,parthenium_integrifolium_tradescantia_ohiensis,0.273,,0.048672374,,10,0.036,,0.014847372,10,,1.373,,0.16898422,10,,0.324,,0.079445299,10,
829,127,172,panicum_virgatum,rudbeckia_hirta,panicum_virgatum_rudbeckia_hirta,1.006,,0.169287395,,10,1.394,,0.203301637,10,,1.101,,0.28225855,10,,0.69,,0.118406081,10,
830,127,172,panicum_virgatum,schizachyrium_scoparium,panicum_virgatum_schizachyrium_scoparium,1.006,,0.169287395,,10,0.635555556,,0.164515281,10,,0.693333333,,0.128345238,10,,0.858,,0.260963173,10,
831,127,172,panicum_virgatum,tradescantia_ohiensis,panicum_virgatum_tradescantia_ohiensis,1.006,,0.169287395,,10,0.662,,0.168297356,10,,1.373,,0.16898422,10,,0.301,,0.042880972,10,
832,127,172,rudbeckia_hirta,schizachyrium_scoparium,rudbeckia_hirta_schizachyrium_scoparium,1.101,,0.28225855,,10,0.436666667,,0.131624466,10,,0.693333333,,0.128345238,10,,1.332,,0.326608158,10,
833,127,172,rudbeckia_hirta,tradescantia_ohiensis,rudbeckia_hirta_tradescantia_ohiensis,1.101,,0.28225855,,10,0.0895,,0.029743814,10,,1.373,,0.16898422,10,,0.289,,0.037960506,10,
834,127,172,schizachyrium_scoparium,tradescantia_ohiensis,schizachyrium_scoparium_tradescantia_ohiensis,0.693333333,,0.128345238,,10,0.1425,,0.046231603,10,,1.373,,0.16898422,10,,0.395555556,,0.047119824,10,
835,128,172,coreopsis_tripteris,elymus_canadensis,coreopsis_tripteris_elymus_canadensis,0.6686,,0.18182777,,10,0.774666667,,0.273114953,9,,5.645555556,,1.348787739,9,,7.6769,,1.271161905,10,
836,128,172,coreopsis_tripteris,monarda_fistulosa,coreopsis_tripteris_monarda_fistulosa,0.6686,,0.18182777,,10,0.7156,,0.241348029,10,,1.9531,,0.701977721,10,,1.9797,,0.693582136,10,
837,128,172,coreopsis_tripteris,parthenium_integrifolium,coreopsis_tripteris_parthenium_integrifolium,0.6686,,0.18182777,,10,0.7038,,0.230913635,10,,0.5948,,0.212315844,10,,0.7084,,0.170631585,10,
838,128,172,coreopsis_tripteris,panicum_virgatum,coreopsis_tripteris_panicum_virgatum,0.6686,,0.18182777,,10,0.7058,,0.132580022,10,,0.9793,,0.241623493,10,,0.9485,,0.306128958,10,
839,128,172,coreopsis_tripteris,rudbeckia_hirta,coreopsis_tripteris_rudbeckia_hirta,0.6686,,0.18182777,,10,1.31755,,0.58907222,10,,1.0835,,0.419762214,10,,1.2211,,0.283907867,10,
840,128,172,coreopsis_tripteris,sporobolus_heterolepis,coreopsis_tripteris_sporobolus_heterolepis,0.6686,,0.18182777,,10,0.563444444,,0.096190221,9,,0.063555556,,0.015337057,9,,0.069,,0.01068332,10,
841,128,172,coreopsis_tripteris,schizachyrium_scoparium,coreopsis_tripteris_schizachyrium_scoparium,0.6686,,0.18182777,,10,0.7644,,0.396285004,10,,0.5552,,0.125879731,10,,0.5758,,0.086034463,10,
842,128,172,coreopsis_tripteris,tradescantia_ohiensis,coreopsis_tripteris_tradescantia_ohiensis,0.6686,,0.18182777,,10,0.1542,,0.027507898,10,,1.4072,,0.327032781,10,,0.6345,,0.141698918,10,
843,128,172,elymus_canadensis,monarda_fistulosa,elymus_canadensis_monarda_fistulosa,5.645555556,,1.348787739,,9,6.0829,,1.600993639,10,,1.9531,,0.701977721,10,,1.998444444,,0.789258497,9,
844,128,172,elymus_canadensis,parthenium_integrifolium,elymus_canadensis_parthenium_integrifolium,5.645555556,,1.348787739,,9,7.1873,,1.316679587,10,,0.5948,,0.212315844,10,,0.575666667,,0.121741529,9,
845,128,172,elymus_canadensis,panicum_virgatum,elymus_canadensis_panicum_virgatum,5.645555556,,1.348787739,,9,7.2759,,1.833047126,10,,0.9793,,0.241623493,10,,0.614666667,,0.22536569,9,
846,128,172,elymus_canadensis,rudbeckia_hirta,elymus_canadensis_rudbeckia_hirta,5.645555556,,1.348787739,,9,6.2637,,0.97992832,10,,1.0835,,0.419762214,10,,1.009333333,,0.393616988,9,
847,128,172,elymus_canadensis,sporobolus_heterolepis,elymus_canadensis_sporobolus_heterolepis,5.645555556,,1.348787739,,9,6.942888889,,1.237967302,9,,0.063555556,,0.015337057,9,,0.061777778,,0.015746056,9,
848,128,172,elymus_canadensis,schizachyrium_scoparium,elymus_canadensis_schizachyrium_scoparium,5.645555556,,1.348787739,,9,4.9382,,0.921079075,10,,0.5552,,0.125879731,10,,0.392777778,,0.073464235,9,
849,128,172,elymus_canadensis,tradescantia_ohiensis,elymus_canadensis_tradescantia_ohiensis,5.645555556,,1.348787739,,9,7.4228,,0.961708789,10,,1.4072,,0.327032781,10,,1.417666667,,0.50496606,9,
850,128,172,monarda_fistulosa,parthenium_integrifolium,monarda_fistulosa_parthenium_integrifolium,1.9531,,0.701977721,,10,2.185,,0.971830472,10,,0.5948,,0.212315844,10,,0.7001,,0.296418077,10,
851,128,172,monarda_fistulosa,panicum_virgatum,monarda_fistulosa_panicum_virgatum,1.9531,,0.701977721,,10,1.7029,,0.518547468,10,,0.9793,,0.241623493,10,,0.8702,,0.15281178,10,
852,128,172,monarda_fistulosa,rudbeckia_hirta,monarda_fistulosa_rudbeckia_hirta,1.9531,,0.701977721,,10,2.9075,,1.151222194,10,,1.0835,,0.419762214,10,,1.9116,,0.565050995,10,
853,128,172,monarda_fistulosa,sporobolus_heterolepis,monarda_fistulosa_sporobolus_heterolepis,1.9531,,0.701977721,,10,2.713222222,,1.231705308,9,,0.063555556,,0.015337057,9,,0.0569,,0.009096336,10,
854,128,172,monarda_fistulosa,schizachyrium_scoparium,monarda_fistulosa_schizachyrium_scoparium,1.9531,,0.701977721,,10,2.9738,,1.1047736,10,,0.5552,,0.125879731,10,,0.4759,,0.082227793,10,
855,128,172,monarda_fistulosa,tradescantia_ohiensis,monarda_fistulosa_tradescantia_ohiensis,1.9531,,0.701977721,,10,0.9089,,0.63576969,10,,1.4072,,0.327032781,10,,0.8982,,0.190509072,10,
856,128,172,parthenium_integrifolium,panicum_virgatum,panicum_virgatum_parthenium_integrifolium,0.5948,,0.212315844,,10,0.8092,,0.306985986,10,,0.9793,,0.241623493,10,,0.7437,,0.166325855,10,
857,128,172,parthenium_integrifolium,rudbeckia_hirta,parthenium_integrifolium_rudbeckia_hirta,0.5948,,0.212315844,,10,0.8149,,0.253686484,10,,1.0835,,0.419762214,10,,1.2844,,0.393991122,10,
858,128,172,parthenium_integrifolium,sporobolus_heterolepis,parthenium_integrifolium_sporobolus_heterolepis,0.5948,,0.212315844,,10,0.641,,0.131960116,9,,0.063555556,,0.015337057,9,,0.0798,,0.019145525,10,
859,128,172,parthenium_integrifolium,schizachyrium_scoparium,parthenium_integrifolium_schizachyrium_scoparium,0.5948,,0.212315844,,10,0.4099,,0.117283081,10,,0.5552,,0.125879731,10,,0.6678,,0.235718184,10,
860,128,172,parthenium_integrifolium,tradescantia_ohiensis,parthenium_integrifolium_tradescantia_ohiensis,0.5948,,0.212315844,,10,0.1497,,0.028447632,10,,1.4072,,0.327032781,10,,1.0254,,0.3205695,10,
861,128,172,panicum_virgatum,rudbeckia_hirta,panicum_virgatum_rudbeckia_hirta,0.9793,,0.241623493,,10,0.9728,,0.21451505,10,,1.0835,,0.419762214,10,,0.9715,,0.492033541,10,
862,128,172,panicum_virgatum,sporobolus_heterolepis,panicum_virgatum_sporobolus_heterolepis,0.9793,,0.241623493,,10,0.508111111,,0.093713725,9,,0.063555556,,0.015337057,9,,0.0765,,0.022950309,10,
863,128,172,panicum_virgatum,schizachyrium_scoparium,panicum_virgatum_schizachyrium_scoparium,0.9793,,0.241623493,,10,0.8956,,0.31815081,10,,0.5552,,0.125879731,10,,0.5259,,0.101859538,10,
864,128,172,panicum_virgatum,tradescantia_ohiensis,panicum_virgatum_tradescantia_ohiensis,0.9793,,0.241623493,,10,0.3916,,0.118638779,10,,1.4072,,0.327032781,10,,0.9283,,0.198385038,10,
865,128,172,rudbeckia_hirta,sporobolus_heterolepis,rudbeckia_hirta_sporobolus_heterolepis,1.0835,,0.419762214,,10,0.843444444,,0.142234657,9,,0.063555556,,0.015337057,9,,0.121,,0.02724661,10,
866,128,172,rudbeckia_hirta,schizachyrium_scoparium,rudbeckia_hirta_schizachyrium_scoparium,1.0835,,0.419762214,,10,1.6254,,0.640447122,10,,0.5552,,0.125879731,10,,0.6206,,0.12125897,10,
867,128,172,rudbeckia_hirta,tradescantia_ohiensis,rudbeckia_hirta_tradescantia_ohiensis,1.0835,,0.419762214,,10,0.2022,,0.056718369,10,,1.4072,,0.327032781,10,,0.5397,,0.107368633,10,
868,128,172,sporobolus_heterolepis,schizachyrium_scoparium,schizachyrium_scoparium_sporobolus_heterolepis,0.063555556,,0.015337057,,9,0.0684,,0.011987215,10,,0.5552,,0.125879731,10,,0.479444444,,0.116615716,9,
869,128,172,sporobolus_heterolepis,tradescantia_ohiensis,sporobolus_heterolepis_tradescantia_ohiensis,0.063555556,,0.015337057,,9,0.0486,,0.007307834,10,,1.4072,,0.327032781,10,,0.688333333,,0.16826558,9,
870,128,172,schizachyrium_scoparium,tradescantia_ohiensis,schizachyrium_scoparium_tradescantia_ohiensis,0.5552,,0.125879731,,10,0.1541,,0.02710287,10,,1.4072,,0.327032781,10,,0.8246,,0.155661256,10,
871,129,172,coreopsis_tripteris,elymus_canadensis,coreopsis_tripteris_elymus_canadensis,0.6181,,0.249581848,,10,0.6018,,0.158019535,10,,3.4969,,0.543760761,10,,4.8862,,0.831777839,10,
872,129,172,coreopsis_tripteris,monarda_fistulosa,coreopsis_tripteris_monarda_fistulosa,0.6181,,0.249581848,,10,0.7096,,0.304101124,10,,2.0803,,0.568599313,10,,1.948,,0.69053427,10,
873,129,172,coreopsis_tripteris,parthenium_integrifolium,coreopsis_tripteris_parthenium_integrifolium,0.6181,,0.249581848,,10,0.242,,0.04596883,10,,0.3665,,0.109093665,10,,0.3323,,0.12365508,10,
874,129,172,coreopsis_tripteris,panicum_virgatum,coreopsis_tripteris_panicum_virgatum,0.6181,,0.249581848,,10,0.7123,,0.183955795,10,,1.0875,,0.447083394,10,,1.4439,,0.586242715,10,
875,129,172,coreopsis_tripteris,rudbeckia_hirta,coreopsis_tripteris_rudbeckia_hirta,0.6181,,0.249581848,,10,1.021555556,,0.322885476,9,,1.314222222,,0.393046144,9,,1.1647,,0.382337636,10,
876,129,172,coreopsis_tripteris,sporobolus_heterolepis,coreopsis_tripteris_sporobolus_heterolepis,0.6181,,0.249581848,,10,0.5271,,0.083850853,10,,0.0575,,0.01533931,10,,0.0849,,0.019688378,10,
877,129,172,coreopsis_tripteris,schizachyrium_scoparium,coreopsis_tripteris_schizachyrium_scoparium,0.6181,,0.249581848,,10,0.459,,0.144468855,9,,0.603666667,,0.133801574,9,,0.6509,,0.131472469,10,
878,129,172,coreopsis_tripteris,tradescantia_ohiensis,coreopsis_tripteris_tradescantia_ohiensis,0.6181,,0.249581848,,10,0.1571,,0.033760085,10,,0.9526,,0.196420535,10,,0.6968,,0.171658887,10,
879,129,172,elymus_canadensis,monarda_fistulosa,elymus_canadensis_monarda_fistulosa,3.4969,,0.543760761,,10,5.1848,,0.811815028,10,,2.0803,,0.568599313,10,,1.0205,,0.350874724,10,
880,129,172,elymus_canadensis,parthenium_integrifolium,elymus_canadensis_parthenium_integrifolium,3.4969,,0.543760761,,10,4.9619,,0.820241095,10,,0.3665,,0.109093665,10,,0.3232,,0.110039771,10,
881,129,172,elymus_canadensis,panicum_virgatum,elymus_canadensis_panicum_virgatum,3.4969,,0.543760761,,10,4.1246,,0.785715897,10,,1.0875,,0.447083394,10,,0.477,,0.172790303,10,
882,129,172,elymus_canadensis,rudbeckia_hirta,elymus_canadensis_rudbeckia_hirta,3.4969,,0.543760761,,10,5.370222222,,0.998927227,9,,1.314222222,,0.393046144,9,,1.4225,,0.431784546,10,
883,129,172,elymus_canadensis,sporobolus_heterolepis,elymus_canadensis_sporobolus_heterolepis,3.4969,,0.543760761,,10,3.1881,,0.593823682,10,,0.0575,,0.01533931,10,,0.0508,,0.011181135,10,
884,129,172,elymus_canadensis,schizachyrium_scoparium,elymus_canadensis_schizachyrium_scoparium,3.4969,,0.543760761,,10,4.535222222,,0.926756692,9,,0.603666667,,0.133801574,9,,0.3396,,0.080468793,10,
885,129,172,elymus_canadensis,tradescantia_ohiensis,elymus_canadensis_tradescantia_ohiensis,3.4969,,0.543760761,,10,6.0527,,0.569757084,10,,0.9526,,0.196420535,10,,1.0091,,0.183406558,10,
886,129,172,monarda_fistulosa,parthenium_integrifolium,monarda_fistulosa_parthenium_integrifolium,2.0803,,0.568599313,,10,1.77065,,0.545055757,10,,0.3665,,0.109093665,10,,0.4364,,0.116359233,10,
887,129,172,monarda_fistulosa,panicum_virgatum,monarda_fistulosa_panicum_virgatum,2.0803,,0.568599313,,10,1.1274,,0.323198707,10,,1.0875,,0.447083394,10,,0.7315,,0.130433146,10,
888,129,172,monarda_fistulosa,rudbeckia_hirta,monarda_fistulosa_rudbeckia_hirta,2.0803,,0.568599313,,10,2.743222222,,0.951911845,9,,1.314222222,,0.393046144,9,,0.8954,,0.170197545,10,
889,129,172,monarda_fistulosa,sporobolus_heterolepis,monarda_fistulosa_sporobolus_heterolepis,2.0803,,0.568599313,,10,2.0888,,1.095368926,10,,0.0575,,0.01533931,10,,0.0577,,0.014098897,10,
890,129,172,monarda_fistulosa,schizachyrium_scoparium,monarda_fistulosa_schizachyrium_scoparium,2.0803,,0.568599313,,10,1.479666667,,0.575206267,9,,0.603666667,,0.133801574,9,,0.6969,,0.100651152,10,
891,129,172,monarda_fistulosa,tradescantia_ohiensis,monarda_fistulosa_tradescantia_ohiensis,2.0803,,0.568599313,,10,0.3594,,0.079008045,10,,0.9526,,0.196420535,10,,0.5518,,0.13726113,10,
892,129,172,parthenium_integrifolium,panicum_virgatum,panicum_virgatum_parthenium_integrifolium,0.3665,,0.109093665,,10,0.4981,,0.101292256,10,,1.0875,,0.447083394,10,,0.4397,,0.134875832,10,
893,129,172,parthenium_integrifolium,rudbeckia_hirta,parthenium_integrifolium_rudbeckia_hirta,0.3665,,0.109093665,,10,0.379,,0.094941649,9,,1.314222222,,0.393046144,9,,0.8142,,0.213453862,10,
894,129,172,parthenium_integrifolium,sporobolus_heterolepis,parthenium_integrifolium_sporobolus_heterolepis,0.3665,,0.109093665,,10,0.3195,,0.070002897,10,,0.0575,,0.01533931,10,,0.0587,,0.011170447,10,
895,129,172,parthenium_integrifolium,schizachyrium_scoparium,parthenium_integrifolium_schizachyrium_scoparium,0.3665,,0.109093665,,10,0.403111111,,0.096798968,9,,0.603666667,,0.133801574,9,,0.35925,,0.073529935,10,
896,129,172,parthenium_integrifolium,tradescantia_ohiensis,parthenium_integrifolium_tradescantia_ohiensis,0.3665,,0.109093665,,10,0.1728,,0.031753845,10,,0.9526,,0.196420535,10,,0.6726,,0.087746757,10,
897,129,172,panicum_virgatum,rudbeckia_hirta,panicum_virgatum_rudbeckia_hirta,1.0875,,0.447083394,,10,0.669888889,,0.213648949,9,,1.314222222,,0.393046144,9,,1.1759,,0.20391662,10,
898,129,172,panicum_virgatum,sporobolus_heterolepis,panicum_virgatum_sporobolus_heterolepis,1.0875,,0.447083394,,10,0.5784,,0.205637718,10,,0.0575,,0.01533931,10,,0.0575,,0.014795082,10,
899,129,172,panicum_virgatum,schizachyrium_scoparium,panicum_virgatum_schizachyrium_scoparium,1.0875,,0.447083394,,10,0.312222222,,0.082023672,9,,0.603666667,,0.133801574,9,,0.4301,,0.107416888,10,
900,129,172,panicum_virgatum,tradescantia_ohiensis,panicum_virgatum_tradescantia_ohiensis,1.0875,,0.447083394,,10,0.3674,,0.110311297,10,,0.9526,,0.196420535,10,,0.7162,,0.125918563,10,
901,129,172,rudbeckia_hirta,sporobolus_heterolepis,rudbeckia_hirta_sporobolus_heterolepis,1.314222222,,0.393046144,,9,0.7236,,0.092165214,10,,0.0575,,0.01533931,10,,0.101666667,,0.02085399,9,
902,129,172,rudbeckia_hirta,schizachyrium_scoparium,rudbeckia_hirta_schizachyrium_scoparium,1.314222222,,0.393046144,,9,1.394444444,,0.855192329,9,,0.603666667,,0.133801574,9,,0.771888889,,0.175905313,9,
903,129,172,rudbeckia_hirta,tradescantia_ohiensis,rudbeckia_hirta_tradescantia_ohiensis,1.314222222,,0.393046144,,9,0.2426,,0.07000273,10,,0.9526,,0.196420535,10,,0.587,,0.111213883,9,
904,129,172,sporobolus_heterolepis,schizachyrium_scoparium,schizachyrium_scoparium_sporobolus_heterolepis,0.0575,,0.01533931,,10,0.046777778,,0.014281668,9,,0.603666667,,0.133801574,9,,0.4385,,0.045004259,10,
905,129,172,sporobolus_heterolepis,tradescantia_ohiensis,sporobolus_heterolepis_tradescantia_ohiensis,0.0575,,0.01533931,,10,0.0357,,0.004988988,10,,0.9526,,0.196420535,10,,0.8141,,0.159971487,10,
906,129,172,schizachyrium_scoparium,tradescantia_ohiensis,schizachyrium_scoparium_tradescantia_ohiensis,0.603666667,,0.133801574,,9,0.2194,,0.049756563,10,,0.9526,,0.196420535,10,,0.870444444,,0.092404171,9,
907,130,172,coreopsis_tripteris,elymus_canadensis,coreopsis_tripteris_elymus_canadensis,1.070111111,,0.25015803,,9,0.6751,,0.177438719,10,,6.7489,,0.95688869,10,,6.179222222,,0.715938288,9,
908,130,172,coreopsis_tripteris,monarda_fistulosa,coreopsis_tripteris_monarda_fistulosa,1.070111111,,0.25015803,,9,0.7895,,0.191534694,10,,1.521,,0.347864501,10,,2.148777778,,1.222851867,9,
909,130,172,coreopsis_tripteris,parthenium_integrifolium,coreopsis_tripteris_parthenium_integrifolium,1.070111111,,0.25015803,,9,0.887,,0.217312934,10,,0.5117,,0.08656238,10,,0.671333333,,0.237343808,9,
910,130,172,coreopsis_tripteris,panicum_virgatum,coreopsis_tripteris_panicum_virgatum,1.070111111,,0.25015803,,9,0.8076,,0.291861504,10,,0.8557,,0.341866902,10,,0.672111111,,0.188165297,9,
911,130,172,coreopsis_tripteris,rudbeckia_hirta,coreopsis_tripteris_rudbeckia_hirta,1.070111111,,0.25015803,,9,1.214,,0.247993011,10,,1.5165,,0.487486553,10,,1.704,,0.683024503,9,
912,130,172,coreopsis_tripteris,sporobolus_heterolepis,coreopsis_tripteris_sporobolus_heterolepis,1.070111111,,0.25015803,,9,0.553555556,,0.127221931,9,,0.077111111,,0.019572121,9,,0.060444444,,0.011935138,9,
913,130,172,coreopsis_tripteris,schizachyrium_scoparium,coreopsis_tripteris_schizachyrium_scoparium,1.070111111,,0.25015803,,9,0.7414,,0.166690745,10,,0.5118,,0.084003545,10,,0.858888889,,0.300798356,9,
914,130,172,coreopsis_tripteris,tradescantia_ohiensis,coreopsis_tripteris_tradescantia_ohiensis,1.070111111,,0.25015803,,9,0.1613,,0.02926661,10,,1.2649,,0.244656605,10,,0.813555556,,0.217485128,9,
915,130,172,elymus_canadensis,monarda_fistulosa,elymus_canadensis_monarda_fistulosa,6.7489,,0.95688869,,10,7.7186,,0.919164551,10,,1.521,,0.347864501,10,,2.1618,,0.788183295,10,
916,130,172,elymus_canadensis,parthenium_integrifolium,elymus_canadensis_parthenium_integrifolium,6.7489,,0.95688869,,10,7.4113,,1.730705585,10,,0.5117,,0.08656238,10,,0.6437,,0.188333749,10,
917,130,172,elymus_canadensis,panicum_virgatum,elymus_canadensis_panicum_virgatum,6.7489,,0.95688869,,10,6.5619,,1.251518992,10,,0.8557,,0.341866902,10,,0.6544,,0.114998473,10,
918,130,172,elymus_canadensis,rudbeckia_hirta,elymus_canadensis_rudbeckia_hirta,6.7489,,0.95688869,,10,7.1298,,1.906716088,10,,1.5165,,0.487486553,10,,1.0997,,0.282559219,10,
919,130,172,elymus_canadensis,sporobolus_heterolepis,elymus_canadensis_sporobolus_heterolepis,6.7489,,0.95688869,,10,7.807888889,,1.037415879,9,,0.077111111,,0.019572121,9,,0.0569,,0.00902398,10,
920,130,172,elymus_canadensis,schizachyrium_scoparium,elymus_canadensis_schizachyrium_scoparium,6.7489,,0.95688869,,10,5.6864,,1.219800678,10,,0.5118,,0.084003545,10,,0.4718,,0.102777948,10,
921,130,172,elymus_canadensis,tradescantia_ohiensis,elymus_canadensis_tradescantia_ohiensis,6.7489,,0.95688869,,10,8.0898,,0.796733063,10,,1.2649,,0.244656605,10,,1.1047,,0.31180653,10,
922,130,172,monarda_fistulosa,parthenium_integrifolium,monarda_fistulosa_parthenium_integrifolium,1.521,,0.347864501,,10,2.011,,0.789712789,10,,0.5117,,0.08656238,10,,0.4338,,0.140031409,10,
923,130,172,monarda_fistulosa,panicum_virgatum,monarda_fistulosa_panicum_virgatum,1.521,,0.347864501,,10,2.1241,,0.60544262,10,,0.8557,,0.341866902,10,,0.7303,,0.16833129,10,
924,130,172,monarda_fistulosa,rudbeckia_hirta,monarda_fistulosa_rudbeckia_hirta,1.521,,0.347864501,,10,3.1593,,1.104796503,10,,1.5165,,0.487486553,10,,2.1693,,0.659876218,10,
925,130,172,monarda_fistulosa,sporobolus_heterolepis,monarda_fistulosa_sporobolus_heterolepis,1.521,,0.347864501,,10,1.679444444,,0.566526922,9,,0.077111111,,0.019572121,9,,0.0662,,0.017609215,10,
926,130,172,monarda_fistulosa,schizachyrium_scoparium,monarda_fistulosa_schizachyrium_scoparium,1.521,,0.347864501,,10,1.3636,,0.215899987,10,,0.5118,,0.084003545,10,,0.8989,,0.175025677,10,
927,130,172,monarda_fistulosa,tradescantia_ohiensis,monarda_fistulosa_tradescantia_ohiensis,1.521,,0.347864501,,10,0.3627,,0.083048854,10,,1.2649,,0.244656605,10,,0.5466,,0.152878325,10,
928,130,172,parthenium_integrifolium,panicum_virgatum,panicum_virgatum_parthenium_integrifolium,0.5117,,0.08656238,,10,0.4227,,0.085347662,10,,0.8557,,0.341866902,10,,0.5532,,0.125384989,10,
929,130,172,parthenium_integrifolium,rudbeckia_hirta,parthenium_integrifolium_rudbeckia_hirta,0.5117,,0.08656238,,10,0.8785,,0.396381025,10,,1.5165,,0.487486553,10,,1.5809,,0.473886284,10,
930,130,172,parthenium_integrifolium,sporobolus_heterolepis,parthenium_integrifolium_sporobolus_heterolepis,0.5117,,0.08656238,,10,0.857444444,,0.393955092,9,,0.077111111,,0.019572121,9,,0.0803,,0.012820166,10,
931,130,172,parthenium_integrifolium,schizachyrium_scoparium,parthenium_integrifolium_schizachyrium_scoparium,0.5117,,0.08656238,,10,0.619,,0.181560397,10,,0.5118,,0.084003545,10,,0.7144,,0.151587613,10,
932,130,172,parthenium_integrifolium,tradescantia_ohiensis,parthenium_integrifolium_tradescantia_ohiensis,0.5117,,0.08656238,,10,0.1383,,0.02955524,10,,1.2649,,0.244656605,10,,0.7534,,0.181199534,10,
933,130,172,panicum_virgatum,rudbeckia_hirta,panicum_virgatum_rudbeckia_hirta,0.8557,,0.341866902,,10,0.787,,0.234254894,10,,1.5165,,0.487486553,10,,1.6558,,0.613396624,10,
934,130,172,panicum_virgatum,sporobolus_heterolepis,panicum_virgatum_sporobolus_heterolepis,0.8557,,0.341866902,,10,0.964666667,,0.311032287,9,,0.077111111,,0.019572121,9,,0.0542,,0.012596119,10,
935,130,172,panicum_virgatum,schizachyrium_scoparium,panicum_virgatum_schizachyrium_scoparium,0.8557,,0.341866902,,10,0.5865,,0.154272072,10,,0.5118,,0.084003545,10,,0.4476,,0.04668433,10,
936,130,172,panicum_virgatum,tradescantia_ohiensis,panicum_virgatum_tradescantia_ohiensis,0.8557,,0.341866902,,10,0.458,,0.144561482,10,,1.2649,,0.244656605,10,,0.6617,,0.179178189,10,
937,130,172,rudbeckia_hirta,sporobolus_heterolepis,rudbeckia_hirta_sporobolus_heterolepis,1.5165,,0.487486553,,10,1.813,,0.620222205,9,,0.077111111,,0.019572121,9,,0.0704,,0.012590296,10,
938,130,172,rudbeckia_hirta,schizachyrium_scoparium,rudbeckia_hirta_schizachyrium_scoparium,1.5165,,0.487486553,,10,1.0323,,0.146849814,10,,0.5118,,0.084003545,10,,0.6201,,0.083443454,10,
939,130,172,rudbeckia_hirta,tradescantia_ohiensis,rudbeckia_hirta_tradescantia_ohiensis,1.5165,,0.487486553,,10,0.2005,,0.038419396,10,,1.2649,,0.244656605,10,,0.6067,,0.154096294,10,
940,130,172,sporobolus_heterolepis,schizachyrium_scoparium,schizachyrium_scoparium_sporobolus_heterolepis,0.077111111,,0.019572121,,9,0.0843,,0.014376717,10,,0.5118,,0.084003545,10,,0.402555556,,0.076394283,9,
941,130,172,sporobolus_heterolepis,tradescantia_ohiensis,sporobolus_heterolepis_tradescantia_ohiensis,0.077111111,,0.019572121,,9,0.0288,,0.006507773,10,,1.2649,,0.244656605,10,,1.124,,0.330239391,9,
942,130,172,schizachyrium_scoparium,tradescantia_ohiensis,schizachyrium_scoparium_tradescantia_ohiensis,0.5118,,0.084003545,,10,0.1758,,0.023765895,10,,1.2649,,0.244656605,10,,0.8699,,0.277457562,10,
943,131,172,coreopsis_tripteris,elymus_canadensis,coreopsis_tripteris_elymus_canadensis,0.4778,,0.165745843,,10,0.6137,,0.100509264,10,,4.0115,,0.991189849,10,,5.7491,,0.754986585,10,
944,131,172,coreopsis_tripteris,monarda_fistulosa,coreopsis_tripteris_monarda_fistulosa,0.4778,,0.165745843,,10,0.7977,,0.233334717,10,,1.585,,0.306839372,10,,1.9539,,0.763928537,10,
945,131,172,coreopsis_tripteris,parthenium_integrifolium,coreopsis_tripteris_parthenium_integrifolium,0.4778,,0.165745843,,10,0.59471,,0.149334493,10,,0.4333,,0.087075197,10,,0.4819,,0.120797576,10,
946,131,172,coreopsis_tripteris,panicum_virgatum,coreopsis_tripteris_panicum_virgatum,0.4778,,0.165745843,,10,0.6538,,0.185131593,10,,0.3725,,0.07644377,10,,0.8207,,0.202148408,10,
947,131,172,coreopsis_tripteris,rudbeckia_hirta,coreopsis_tripteris_rudbeckia_hirta,0.4778,,0.165745843,,10,0.8464,,0.23463765,10,,1.2725,,0.32554608,10,,0.7095,,0.160237827,10,
948,131,172,coreopsis_tripteris,sporobolus_heterolepis,coreopsis_tripteris_sporobolus_heterolepis,0.4778,,0.165745843,,10,0.584714286,,0.24612228,7,,0.051857143,,0.012358588,7,,0.0836,,0.013368454,10,
949,131,172,coreopsis_tripteris,schizachyrium_scoparium,coreopsis_tripteris_schizachyrium_scoparium,0.4778,,0.165745843,,10,0.453454545,,0.065822401,11,,0.514,,0.057678892,11,,0.7032,,0.132488306,10,
950,131,172,coreopsis_tripteris,tradescantia_ohiensis,coreopsis_tripteris_tradescantia_ohiensis,0.4778,,0.165745843,,10,0.1972,,0.046033997,10,,1.8474,,0.323240922,10,,0.705,,0.218841191,10,
951,131,172,elymus_canadensis,monarda_fistulosa,elymus_canadensis_monarda_fistulosa,4.0115,,0.991189849,,10,6.3128,,1.531871802,10,,1.585,,0.306839372,10,,1.9288,,0.648933686,10,
952,131,172,elymus_canadensis,parthenium_integrifolium,elymus_canadensis_parthenium_integrifolium,4.0115,,0.991189849,,10,4.9401,,0.881652305,10,,0.4333,,0.087075197,10,,0.3826,,0.065897429,10,
953,131,172,elymus_canadensis,panicum_virgatum,elymus_canadensis_panicum_virgatum,4.0115,,0.991189849,,10,4.0431,,1.177085425,10,,0.3725,,0.07644377,10,,0.4966,,0.113620147,10,
